username	registration	address	ssn	residence	company	name	job	mail	current_location	user_id	blood_group	station_ID
momoko40	2024/09/08		207-52-1572		合同会社中村農林	佐藤 美加子	経営者	yasuhiroikeda@yahoo.com	(Decimal('-8.718438'), Decimal('-48.129471'))	1721	O+	243
isabellada-paz	10/18/2018, 00:00:00	"Favela de Rodrigues, 998
Cachoeirinha
69024950 Montenegro do Sul / RS"	52348910705		Nunes	Diego Viana		vargasarthur-gabriel@hotmail.com	(Decimal('24.512910'), Decimal('-127.722267'))	1125	A+	734
dariaaumann	2019-07-18	"Fechnerallee 1-1
58370 Lüdenscheid"	567-04-1567		Steckel Schomber GmbH	Herr Karl Gieß		wielochhella@gmail.com	(Decimal('-62.7907475'), Decimal('92.229455'))	797	AB+	738
davislisa	2020/06/01		182-80-4076		Carter-Blanchard	Alfred Wilcox		david93@gmail.com	(Decimal('-11.509994'), Decimal('-148.394972'))	1462	O+	590
gstolze	09 Jul 2019		697-84-4236		Mans AG & Co. KGaA	Dr. Marie-Theres Ring	Chemikant	ajessel@hotmail.de	(Decimal('-74.908776'), Decimal('103.158512'))	1436	O-	279
benjaminyoung	2020/06/14	"29922 Byrd Parkways Apt. 052
Nicholsview, VI 36062"	683-57-4772		Valdez-Abbott	Jason Wilson	Barista	pattylopez@yahoo.com	(Decimal('42.772351'), Decimal('160.044513'))	243	O-	770
yamamotokyosuke	2024-03-01	徳島県長生郡白子町西浅草28丁目2番12号 ハイツ羽折町920	066-97-2742		石川ガス有限会社	斉藤 結衣	歯科医師	sakamotoyosuke@gmail.com	(Decimal('-77.7402695'), Decimal('11.067354'))	1960	B+	469
igor19	2020-06-02	"Schulzplatz 79-88
95712 Beeskow"	606-82-3687		Losekann	Prof. Hildegart Stolze B.A.		nuri68@googlemail.com	(Decimal('-84.241116'), Decimal('-84.009985'))	1087	AB+	578
philomena83	20 Aug 2021	"Kästerstraße 16
14306 Oschatz"	487-04-3723		Meyer	Jadwiga Hettner		hahnmarlene@hotmail.de		779	AB+	281
melissa00	2025-03-10	"6715 Don Lakes
East Brendan, GA 20431"	351-52-2288		Smith, Dean and Obrien	Joseph Walker	Hydrogeologist	nelsonerik@yahoo.com	(Decimal('-44.4561595'), Decimal('162.486379'))	1163	AB+	550
viridiana19	2021-06-20	"Vicolo Alessandro, 74
07032, Nulvi (SS)"	RMGBNT21H59D674C		Venturi-Riccati Group	Salvi Grifeo		dario15@live.com	(Decimal('0.164787'), Decimal('-96.929006'))	1136	O-	787
novaisbryan	03 Jan 2024	"Quadra Samuel Costa, 96
Gameleira
87940228 da Mota / RJ"	40523167970		Leão Teixeira S/A	Lorena Oliveira		lorenzo45@gmail.com	(Decimal('-65.4785255'), Decimal('-27.530719'))	1818	AB+	97
larrysalazar	11/26/2024, 00:00:00	"2821 Lucas Spring
Port Elizabeth, WV 59924"	405-34-1090		Snyder and Sons	Robyn Sanchez		justinhill@hotmail.com	(Decimal('44.212301'), Decimal('-58.561156'))	1890	A-	399
hanako76	06/29/2024, 00:00:00	茨城県八丈島八丈町虎ノ門虎ノ門ヒルズ森タワー30丁目2番20号 高輪コート461	088-32-5903		株式会社山本電気	加藤 裕樹		suzukitakuma@gmail.com	(Decimal('-3.313043'), Decimal('-59.360988'))	164	A+	51
yuta31	2022-02-14	北海道町田市権現堂3丁目13番1号	833-35-5152		株式会社佐藤ガス	高橋 学		otamai@gmail.com	(Decimal('-87.1799415'), Decimal('-172.296239'))	1131	B+	585
harriet83	04/07/2022, 00:00:00	"Thanelplatz 6901
62076 Goslar"	721-38-7942		Kühnert KGaA	Wigbert Köster		domenico15@googlemail.com	(Decimal('63.8888705'), Decimal('-9.217196'))	1517	AB+	743
ypastor	01/10/2021, 00:00:00		24093576106		Lima	Dr. Mathias Araújo		joao-vitor86@ig.com.br	(Decimal('-61.7218335'), Decimal('-72.867784'))	1197	A-	557
ogawaharuka	09 Nov 2019	奈良県白井市四番町34丁目1番17号 無栗屋ハイツ694	733-89-9395		有限会社山口鉱業	佐藤 千代		naoko70@yahoo.com	(Decimal('-82.9411305'), Decimal('172.323026'))	1117	O-	344
richard80	05/02/2023, 00:00:00	"3927 Christina Loop Suite 603
Kimberlystad, PA 08846"	595-11-1409		Atkinson Inc	Jared Quinn		davidjordan@yahoo.com	(Decimal('74.253829'), Decimal('96.741244'))	902	AB+	529
gabbaolga	2021-09-23	"Rotonda Licia, 20
87064, Corigliano Calabro Stazione (CS)"	MNNTMT55B41H824K		Roth e figli	Ornella Alonzi-Gualandi		pepemaura@outlook.com	(Decimal('-68.9313725'), Decimal('-144.039800'))	1402	O+	409
whitakeralyssa	06/07/2020, 00:00:00	"5211 Green Heights Suite 474
West Joe, TN 04467"	684-70-8141		Hamilton, Young and Robinson	Ashley Fleming		andrewrichards@gmail.com	(Decimal('69.551594'), Decimal('-167.095789'))	573	B-	97
barbara64	2023-04-15	"Recanto de da Cunha, 489
Conjunto Celso Machado
57426030 Câmara da Serra / RJ"	61452083924		Câmara	Henry Gabriel Silva		heloisaduarte@uol.com.br	(Decimal('-27.0703065'), Decimal('-110.143413'))	639	O+	665
da-cruzasafe	2024/12/12		16205489767		Oliveira S/A	Alexia da Rocha	Jogador de handebol	almeidarenan@ig.com.br	(Decimal('41.133747'), Decimal('-92.562185'))	1521	A-	369
ikedarika	2024/09/24		545-67-1718		長谷川運輸株式会社	近藤 加奈		shimizunaoki@hotmail.com	(Decimal('-46.508766'), Decimal('98.359364'))	1635	B-	773
kumiko84	2024-03-06	愛媛県東村山市轟28丁目4番12号 ハイツ港南384	390-65-9002		株式会社高橋運輸	中村 明美	アーティスト	shota53@yahoo.com	(Decimal('-65.108539'), Decimal('-87.037363'))	1359	B-	256
cdobes	09 Feb 2023	"Marius-Müller-Straße 13
67255 Waren"	804-30-7558		Ernst	Gunda Fechner		guidoklingelhoefer@hotmail.de	(Decimal('-32.6095845'), Decimal('84.754967'))	1760	A+	160
frankehanspeter	09/22/2025, 00:00:00		764-01-6619		Wieloch Hertrampf GmbH & Co. OHG	Jolanta Lachmann		piotr65@aol.de	(Decimal('-10.4199245'), Decimal('-160.285734'))	1864	AB+	218
nakajimarei	2025-02-09	愛知県横浜市青葉区東浅草18丁目2番4号	880-08-2895		株式会社伊藤電気	吉田 里佳	花火師	kenichimaeda@gmail.com	(Decimal('-68.528898'), Decimal('-139.891709'))	520	B-	368
hayleyreynolds	2023-05-31	"364 Long Hill
Hopkinstown, CT 39327"	815-95-6760		Matthews-Mccarthy	Richard Warren		cobbmichael@gmail.com	(Decimal('-78.2248375'), Decimal('81.344822'))	99	AB-	104
wstafford	2021/11/04	"78598 Sarah Unions
Lake Kimberlyburgh, NH 19554"	662-18-2036		Schneider, Johnson and Aguilar	Mario Gray		zmorrison@yahoo.com	(Decimal('-45.5976415'), Decimal('3.429400'))	692	AB+	788
ciprianocorbo	2025/09/20	"Strada Rensi, 73 Piano 0
35047, Solesino (PD)"	RNCVLR65P63E345C		Ferragamo-Mascheroni SPA	Elvira Ricciardi	Presenter, broadcasting	benvenuto07@poste.it	(Decimal('-82.3184255'), Decimal('9.359728'))	352	A-	641
aikeda	2021-03-09	青森県渋谷区平河町30丁目7番13号 中川崎シャルム824	589-08-3204		株式会社斎藤銀行	田中 さゆり		okato@hotmail.com	(Decimal('20.3545895'), Decimal('-118.853396'))	428	AB+	70
satomi58	24 Dec 2020	岩手県横浜市栄区白金台6丁目21番11号 竜泉パレス403	328-94-5208		木村通信合同会社	加藤 直人		fujitataichi@gmail.com	(Decimal('20.585664'), Decimal('133.670870'))	378	A+	730
martinezvalerie	03/11/2020, 00:00:00	"903 Michael Gardens
Port Cynthiatown, MT 89099"	555-57-5978		Kent, Liu and Medina	Daniel Crane		leeellen@gmail.com	(Decimal('67.987110'), Decimal('-106.067263'))	28	O+	490
ellieberth	01/31/2022, 00:00:00		589-11-3054		Weinhage	Elsa Tschentscher		leopoldwilmsen@googlemail.com	(Decimal('-15.0351545'), Decimal('-163.305238'))	73	AB+	475
yasuhiro37	2019/11/28	岐阜県横浜市磯子区下宇和田26丁目20番18号 長畑パーク408	214-30-6993		株式会社中村保険	佐藤 七夏	作曲家	momokotanaka@yahoo.com	(Decimal('-42.822046'), Decimal('102.083590'))	1541	O-	128
tiziana57	2021/09/30	"Via Bonolis, 123
16029, Torriglia (GE)"	MSCMRN13E62L212P		Bertoni, Stein e Leopardi SPA	Stefani Gigli-Valguarnera	Animator	cudabaldassare@libero.it	(Decimal('4.3545565'), Decimal('48.772704'))	1107	O+	721
atsushi40	2020/11/07	富山県君津市上吉羽26丁目11番17号	062-35-4584		合同会社松本銀行	田中 裕樹		mituru07@gmail.com	(Decimal('47.340646'), Decimal('-15.242443'))	1649	A-	11
dennisshaw	01/26/2021, 00:00:00	"32884 Jim Unions Apt. 918
Russellfurt, MN 44912"	709-12-8334		Allen-Smith	Rodney Brown		katherine02@yahoo.com	(Decimal('-3.683361'), Decimal('23.280202'))	1348	AB-	71
martinezkrista	2023-05-22		342-66-0826		Daugherty-Contreras	Shelby Jackson	Volunteer coordinator	kylewilliams@yahoo.com	(Decimal('-37.198946'), Decimal('91.433154'))	1483	AB+	779
stewartraymond	2019-05-11	"560 Stephen Ports Suite 020
Brownborough, RI 53533"	552-89-7666		Anderson, Parker and Riddle	Kyle Anderson		mejiarita@yahoo.com	(Decimal('2.5128845'), Decimal('-106.681310'))	1912	AB+	75
naoki18	2021-12-15	沖縄県葛飾区丸の内ＪＰタワー36丁目25番5号 アーバン湯宮986	235-37-8811		鈴木農林合同会社	福田 美加子		kimurakazuya@yahoo.com	(Decimal('89.4109705'), Decimal('-89.343258'))	211	O+	458
sara72	2019/04/09	"8067 Karen Center Suite 698
Port Sarahmouth, ME 70892"	536-63-8646		King Inc	Mary Carter		danny45@yahoo.com	(Decimal('5.942220'), Decimal('112.332432'))	167	AB-	45
theresazaenker	2023-05-10	"Wernerring 5/7
64768 Sebnitz"	664-82-9974		Scheibe	Marian Schuster B.Eng.	Polizist	hans-guenther99@googlemail.com	(Decimal('-16.0693155'), Decimal('43.281151'))	677	AB+	462
wda-cruz	27 Nov 2018	"Lago de da Rocha, 557
Alto Dos Pinheiros
60310-303 Santos / PR"	13065249707		Carvalho	Felipe Fonseca		joao55@ig.com.br	(Decimal('24.256067'), Decimal('62.960877'))	222	AB+	572
manuella14	2019/07/03	"Pátio Campos, 60
São Jorge 3ª Seção
19048-675 Teixeira de Sales / PA"	75089361240		Garcia Souza - ME	Enzo Gabriel Teixeira	Profissional de marketing	raul68@hotmail.com	(Decimal('-60.314166'), Decimal('-80.799005'))	299	B+	443
donatello25	11/29/2019, 00:00:00		MRCGSN68L57H599O		Virgilio, Fuseli e Casagrande Group	Pina Bellucci-Munari		chechivincentio@virgilio.it	(Decimal('-57.9345905'), Decimal('-33.928098'))	1624	O-	372
nicolo97	25 Nov 2020	"Via Armando, 4 Appartamento 33
16133, Genova (GE)"	TRRLSN91A17E551I		Curci, Lollobrigida e Emanuelli s.r.l.	Daniele Bianchi		carmelocatalano@gmail.com	(Decimal('-72.4594195'), Decimal('60.327758'))	807	O+	216
alexia26	25 Sep 2023	"Rua Augusto da Paz, 86
São Jorge 1ª Seção
68374-231 Pastor / AP"	12459670885		Cirino	Arthur Miguel Rezende	Surfista	dom26@uol.com.br	(Decimal('-83.5823335'), Decimal('16.015494'))	1597	A+	690
tsuessebier	2020/12/10	"Kuschgasse 8-6
94855 Mittweida"	018-45-1008		Fechner Etzold KG	Conrad Trupp-Schweitzer		ukohl@web.de	(Decimal('-28.968647'), Decimal('-97.198495'))	1900	A-	69
pereiralara	2019-11-06	"Esplanada Ana Júlia Macedo, 83
Santana Do Cafezal
81711-154 Câmara / GO"	04162783535		Freitas	Ana Pinto	Regente	manuela19@gmail.com	(Decimal('-68.5180465'), Decimal('-123.031055'))	1438	AB+	96
russell85	2024/01/27	"86732 Sharp Camp Apt. 707
East Kimberlybury, VA 98491"	243-79-7383		Clark, Davenport and Johnson	Connie Mayer		xrodriguez@yahoo.com	(Decimal('82.0747755'), Decimal('6.753475'))	1610	AB-	503
marcos-viniciusfarias	06/12/2019, 00:00:00	"Viela de Andrade
Vila Nova
48594240 da Rosa / SE"	98341267519		Costa	Ana Lívia da Mata	Parteira tradicional	mateus89@uol.com.br	(Decimal('29.3901345'), Decimal('-60.187630'))	1110	AB+	115
mariah32	01/17/2020, 00:00:00		58719402694		da Luz	Ana Carolina Gomes	Tecnólogo em produção moveleira	juliana89@hotmail.com	(Decimal('70.192594'), Decimal('55.963132'))	375	O+	24
kanayoshida	04/06/2023, 00:00:00	愛知県鎌ケ谷市木立4丁目11番20号 パーク中宮祠213	889-05-7932		合同会社松本通信	橋本 亮介	高等学校教員	nanami81@hotmail.com	(Decimal('-28.8863675'), Decimal('99.284539'))	78	A-	433
rachel03	2024/10/29	"0979 Noah Junction
Brendastad, CA 77959"	585-18-7887		Hopkins, Pacheco and Solomon	Amy Harrington	Equality and diversity officer	allenmark@yahoo.com	(Decimal('-48.1405825'), Decimal('-69.556772'))	1528	O+	638
lmarques	2025-03-25	"Travessa João Felipe da Cruz, 3
Mantiqueira
35392-731 da Cruz do Norte / CE"	59204317841		Costela Correia S/A	Yuri Sales		ana-sophia28@bol.com.br	(Decimal('-36.3859555'), Decimal('-10.202281'))	1642	B-	627
watanabemomoko	11 Mar 2024	兵庫県西多摩郡檜原村氏家9丁目7番2号 幸手コート313	781-63-1284		山本鉱業合同会社	山下 舞		kana05@gmail.com	(Decimal('-32.3325745'), Decimal('164.524514'))	1406	A+	682
macedolara	2019/07/26		12845730608		da Cunha Ltda.	Sara Rezende		ofreitas@hotmail.com	(Decimal('32.4552545'), Decimal('9.859874'))	1246	A-	474
seidelheinz-georg	2020-12-25	"Tröstplatz 37
00539 Finsterwalde"	631-67-8378		Stolze e.G.	Annette Holzapfel	Fachinformatiker	margretstolze@googlemail.com	(Decimal('6.3126725'), Decimal('53.330368'))	1958	AB+	519
barbarasales	2023-05-16	"Vale Ayla Duarte
Boa União 2ª Seção
86622-071 Vasconcelos da Mata / PR"	57948206167		Gonçalves Sampaio S.A.	Isabelly Ramos		ana70@ig.com.br	(Decimal('10.721687'), Decimal('166.024835'))	857	A+	825
sakamotokenichi	2021/12/25		709-68-7523		佐々木食品株式会社	山田 浩		atsushi25@hotmail.com	(Decimal('28.716926'), Decimal('-130.061034'))	486	A+	640
brooksrebecca	2023-06-13	"581 Brian Ridge Apt. 890
East Kathryn, MT 44468"	094-35-4819		Keller-Coffey	Shane Lindsey		thomasscott@yahoo.com	(Decimal('33.9421355'), Decimal('-7.481313'))	1834	AB-	226
peixotodavi-lucas	2019-04-04	"Favela Hellena Siqueira, 57
Califórnia
53433200 Marques / AL"	24951706334		Cassiano da Cruz - EI	Bianca Cavalcante		luccada-luz@ig.com.br	(Decimal('-11.291641'), Decimal('-77.525663'))	106	A-	239
kaori12	2022-01-12	高知県八街市権現堂42丁目15番4号 箪笥町パレス793	619-12-1098		阿部情報株式会社	伊藤 聡太郎		pmatsumoto@gmail.com	(Decimal('44.5015175'), Decimal('95.419713'))	86	O+	686
gutesabina	2020-06-20	"Paul-Schlosser-Allee 3-7
39170 Weißwasser"	780-06-7626		Hettner Seip AG	Friedhelm Ernst		janine04@gmx.de	(Decimal('-21.816570'), Decimal('102.962667'))	1699	O+	71
nicholas94	2024-03-21	"5307 Dean Ford Apt. 911
North Jeremy, KS 64814"	542-71-9204		Murphy Inc	Holly Mckinney	Educational psychologist	wyoder@hotmail.com	(Decimal('52.6318075'), Decimal('18.172801'))	1898	A+	779
matheus25	03/21/2022, 00:00:00	"Alameda Daniel Melo, 128
Lagoinha
35193-884 Macedo Alegre / SC"	97104638296		Ribeiro - EI	Gustavo Henrique da Paz	Líder comunitário	andre29@uol.com.br		378	AB+	314
michelle45	17 Apr 2025		365-42-4503		Brown, Levy and Davis	Ashley Schneider		lindasanders@hotmail.com	(Decimal('-70.9467385'), Decimal('-52.853947'))	874	B+	597
normajopich	09/17/2021, 00:00:00	"Schmidtstr. 2/4
85806 Melle"	603-52-7017		Pruschke GmbH	Lina Hartmann		notburga00@hotmail.de	(Decimal('27.149733'), Decimal('101.106466'))	766	A-	799
kana96	03 Jan 2025	沖縄県千代田区高輪41丁目23番2号	685-31-1369		有限会社渡辺情報	佐藤 洋介	測量士	mikakoabe@yahoo.com	(Decimal('36.426376'), Decimal('152.356447'))	170	O-	824
daniel42	03/06/2022, 00:00:00	"34209 Larsen Lane Apt. 810
Hartmouth, SC 18864"	100-55-0362		Beard Inc	Heather Malone		briana36@gmail.com	(Decimal('51.095756'), Decimal('-128.281263'))	1630	A+	764
amielcarek	2022-07-03	"Mangoldallee 96-17
91998 Soest"	566-46-7323		Krebs Römer OHG mbH	Margot Stadelmann MBA.		gerhartschottin@hotmail.de		1511	O-	735
herreradonna	2022/07/04	"301 Michael Ranch Suite 015
Yatestown, WV 85838"	531-23-9106		Moore, Harvey and Shaw	Tyler Holloway	Operational investment banker	owelch@gmail.com	(Decimal('-37.7249645'), Decimal('-3.467807'))	37	AB+	495
pgravina	2019/12/05	"Incrocio Ruffini, 6 Appartamento 46
50122, Firenze (FI)"	RCCRTI32B19E114V		Renault-Balbi e figli	Gianna Alfieri	Radiographer, diagnostic	borranivittorio@fastwebnet.it	(Decimal('-29.5636575'), Decimal('-80.408000'))	1342	B-	311
liam01	2024/01/12	"Condomínio de Teixeira
Ambrosina
89659-661 Oliveira do Oeste / AP"	12408537932		Teixeira - EI	Murilo Fogaça		marianecirino@ig.com.br	(Decimal('38.114682'), Decimal('107.562028'))	1920	A-	60
yui30	2022-06-10	大分県横浜市南区九段南42丁目7番9号 クレスト筑土八幡町318	852-17-8472		合同会社林鉱業	太田 晃		ssuzuki@yahoo.com	(Decimal('56.8535975'), Decimal('-171.882257'))	565	AB-	476
michael70	2020-02-09	"397 Weaver Roads
Amandaton, UT 80745"	046-35-6293		Campbell PLC	Jeremy Martinez		badams@hotmail.com	(Decimal('-12.349311'), Decimal('176.747902'))	148	A+	446
xsousa	2022-04-06	"Jardim Porto, 75
Vila Madre Gertrudes 1ª Seção
11573505 da Luz do Galho / ES"	42768915076		Guerra	Bryan Fonseca		lcavalcanti@bol.com.br	(Decimal('14.0558415'), Decimal('118.966344'))	12	B-	437
oderwaldleon	2019/04/25	"Thea-Schüler-Allee 3838
71806 Eberswalde"	950-99-4174		Börner	Ruben Weitzel B.Eng.		anatolijbruder@yahoo.de	(Decimal('-58.263981'), Decimal('-89.552425'))	1683	AB+	557
mathiasfreitas	2021-05-15	"Fazenda Andrade, 196
Santa Isabel
54755457 Moreira de Goiás / RR"	34850796265		Farias	Matheus Mendonça		emanuellyfarias@uol.com.br	(Decimal('-54.544677'), Decimal('-140.407330'))	1750	O+	68
nannibertoli	19 Jul 2025	"Canale Lucia, 59
72016, Pozzo Guacito (BR)"	BRRRNZ16B68A547W		Trombetta Group	Anita Argan-Legnante	Dietitian	hcollodi@libero.it	(Decimal('64.687857'), Decimal('-83.171854'))	722	A-	715
nunescalebe	2023/01/28	"Viaduto de Novais, 10
Vila Formosa
51825118 da Rocha Alegre / AP"	46018593793		Sá	Elisa da Mata	Pedicure	macedoeduarda@hotmail.com	(Decimal('-38.5271625'), Decimal('-126.121096'))	1011	AB+	425
wanda19	02 Apr 2025	"115 Morris Alley
Gregoryshire, WA 33494"	041-70-9010		Kelley-Villegas	Patricia Perez		laura61@yahoo.com	(Decimal('42.974079'), Decimal('155.365528'))	1763	AB-	679
mituru11	2021-01-31	兵庫県西多摩郡檜原村虎ノ門虎ノ門ヒルズ森タワー15丁目13番7号 神明内シティ267	357-99-3532		株式会社佐藤建設	鈴木 亮介		qyamaguchi@gmail.com	(Decimal('-28.4648425'), Decimal('163.741489'))	317	A+	206
naokiyamamoto	12/27/2021, 00:00:00	岩手県東久留米市鶴ヶ丘38丁目27番1号 三筋シティ045	433-18-9922		吉田農林株式会社	岡本 学	ゲームクリエイター	haruka71@gmail.com	(Decimal('-7.8422265'), Decimal('-36.044906'))	1381	B+	586
naoto02	2023/08/11	長崎県香取市四区町2丁目20番10号 クレスト入谷694	453-03-0124		株式会社中島建設	近藤 結衣		momokoito@yahoo.com	(Decimal('45.7253065'), Decimal('-76.849710'))	422	AB-	283
vianagael	11/11/2023, 00:00:00	"Setor Aparecida, 35
Aeroporto
80834385 Silveira das Pedras / PE"	79135028432		da Cruz	Erick Fernandes		julia90@gmail.com	(Decimal('28.2099465'), Decimal('126.678206'))	1037	AB-	63
brayanmarques	2022/09/26	"Passarela Borges, 94
João Alfredo
66452-245 Mendonça do Amparo / AL"	78615320977		Rodrigues Brito - ME	Dr. Pedro Lucas Brito	Projetista mecânico	matheus75@hotmail.com	(Decimal('19.5325315'), Decimal('-41.975550'))	1590	B-	232
turatifederico	2024-04-01	"Piazza Udinese, 29 Appartamento 2
80014, Giugliano In Campania (NA)"	FRZCSN21L70B885J		Giannelli Group	Giancarlo Tresoldi		verdoneignazio@hotmail.it	(Decimal('54.115571'), Decimal('-12.967742'))	328	O+	127
piresthomas	2019-03-06	"Praça de Araújo, 87
Vila Das Oliveiras
84008-937 Rios / MT"	85960324105		Moreira Macedo - ME	Arthur Miguel Borges		yasmin71@bol.com.br	(Decimal('-39.4094865'), Decimal('149.640080'))	1453	A-	175
rvasconcelos	2020-02-20	"Feira Julia Fonseca, 160
Vila São Dimas
58362-308 Gomes do Galho / RR"	42306581762		Casa Grande	João Pedro Jesus		silvabruna@hotmail.com	(Decimal('47.8607235'), Decimal('-84.178819'))	347	A+	141
naotokato	2020/05/29	新潟県昭島市芝浦42丁目16番14号 クレスト下吉羽042	825-79-7708		石井ガス株式会社	石川 零		hanako66@yahoo.com	(Decimal('-31.5836855'), Decimal('-65.684998'))	1160	AB-	87
ishiiyuta	07/28/2024, 00:00:00	福井県千代田区下宇和田28丁目3番13号 鳥越コート504	755-09-0611		長谷川食品合同会社	高橋 涼平		kanaikeda@yahoo.com	(Decimal('0.2046795'), Decimal('0.895445'))	1037	B-	436
pikeda	2024-06-21		722-28-3264		有限会社西村水産	阿部 加奈		imatsumoto@gmail.com	(Decimal('-88.015231'), Decimal('155.204713'))	16	B-	22
isadora02	31 Dec 2022		80231649703		Moreira Marques S/A	Marina Oliveira		pmoura@hotmail.com	(Decimal('31.9525355'), Decimal('126.901555'))	1659	AB-	623
nanamiyamazaki	2024-06-14	岐阜県中央区今戸13丁目25番11号	776-90-1640		株式会社青木情報	田中 知実		kanainoue@gmail.com	(Decimal('77.0617515'), Decimal('113.661996'))	537	O+	70
shohei85	2018-10-24	秋田県横浜市港南区美原町30丁目21番12号	182-61-9536		池田鉱業株式会社	藤原 直子	農家	kazuya48@hotmail.com	(Decimal('-15.4505795'), Decimal('100.249399'))	631	O+	740
cavalcantemiguel	2023/04/15	"Via Bárbara Costela
Vila Nova Gameleira 1ª Seção
44104580 Moura da Serra / PA"	53216407853		Porto - EI	Valentina Aparecida		xviana@ig.com.br	(Decimal('82.908984'), Decimal('112.396684'))	1773	B+	359
edeltrautgertz	2022/02/07	"Binnerplatz 2
60296 Passau"	929-56-5589		Roskoth GmbH	Hanns Schwital B.Eng.	Fleischer	nweller@hotmail.de	(Decimal('-64.9503105'), Decimal('-130.059929'))	2040	AB-	194
cirillotamborini	11/01/2022, 00:00:00	"Piazza Mimun, 68
23898, Imbersago (LC)"	RGGZRA59E10G647H		Murri e figli	Vittorio Curiel		severinoadinolfi@tin.it	(Decimal('-73.6894755'), Decimal('123.374836'))	1108	A+	298
raven84	2019-09-19	"USS Kelley
FPO AP 47398"	710-18-3275		Rogers-Hamilton	Olivia Melton	Chief Strategy Officer	simmonsbetty@gmail.com	(Decimal('16.029618'), Decimal('0.969155'))	898	B+	308
manabuokamoto	2020-12-20	奈良県青ヶ島村所野35丁目18番12号 パーク山中新田883	403-64-2533		佐藤銀行合同会社	村上 稔		onakamura@yahoo.com		1366	B+	263
